10,50,1.7058849334716797,12.808561325073242
30,50,2.7589797973632812,16.013383865356445
50,50,3.8547515869140625,19.585847854614258
70,50,4.753589630126953,23.111820220947266
90,50,5.920171737670898,26.212453842163086
110,50,6.990909576416016,30.552387237548828
130,50,8.348703384399414,32.92679786682129
150,50,9.079694747924805,36.87858581542969
170,50,10.300159454345703,41.17989540100098
190,50,11.252641677856445,42.25921630859375
210,50,12.30311393737793,46.303510665893555
230,50,13.524293899536133,50.73952674865723
250,50,14.636039733886719,54.05426025390625
270,50,15.554428100585938,59.26632881164551
290,50,16.63374900817871,60.530662536621094
310,50,17.425537109375,63.38047981262207
330,50,18.52250099182129,65.94729423522949
350,50,19.46544647216797,66.33877754211426
370,50,20.839929580688477,68.1602954864502
390,50,21.66581153869629,76.83229446411133
10,100,1.5482902526855469,14.519214630126953
30,100,2.600431442260742,21.785497665405273
50,100,4.5566558837890625,28.733015060424805
70,100,6.087779998779297,35.78972816467285
90,100,5.880832672119141,41.74208641052246
110,100,7.022380828857422,49.44658279418945
130,100,8.157968521118164,56.046247482299805
150,100,9.277820587158203,62.78204917907715
170,100,10.270118713378906,69.77581977844238
190,100,15.007972717285156,77.04281806945801
210,100,12.565374374389648,84.17582511901855
230,100,13.735771179199219,93.51038932800293
250,100,14.691591262817383,94.63620185852051
270,100,15.393495559692383,102.78677940368652
290,100,16.699552536010742,118.74175071716309
310,100,17.554283142089844,116.91045761108398
330,100,19.195556640625,120.66769599914551
350,100,19.998550415039062,153.63550186157227
370,100,21.06332778930664,134.21130180358887
390,100,21.84748649597168,143.7978744506836
10,150,1.4927387237548828,16.373157501220703
30,150,2.8846263885498047,27.132511138916016
50,150,3.910541534423828,35.86220741271973
70,150,4.828929901123047,47.46890068054199
90,150,6.013154983520508,60.16826629638672
110,150,7.080554962158203,69.00572776794434
130,150,8.13603401184082,77.44836807250977
150,150,9.290695190429688,88.96112442016602
170,150,10.423898696899414,100.27456283569336
190,150,11.618614196777344,111.29641532897949
210,150,12.58540153503418,120.7277774810791
230,150,13.471126556396484,128.859281539917
250,150,14.713048934936523,131.60419464111328
270,150,15.742301940917969,147.6755142211914
290,150,16.635656356811523,159.6369743347168
310,150,17.541170120239258,167.51742362976074
330,150,18.37944984436035,185.87493896484375
350,150,19.91748809814453,193.3286190032959
370,150,20.624160766601562,204.07819747924805
390,150,22.11308479309082,215.87634086608887
10,200,1.5106201171875,18.358945846557617
30,200,2.9380321502685547,31.659364700317383
50,200,3.7169456481933594,45.01986503601074
70,200,4.751682281494141,60.59145927429199
90,200,5.943059921264648,74.89681243896484
110,200,7.069587707519531,95.74747085571289
130,200,9.089231491088867,102.22458839416504
150,200,10.5438232421875,118.27564239501953
170,200,10.481834411621094,131.01840019226074
190,200,11.632204055786133,141.2503719329834
210,200,12.693166732788086,157.0456027984619
230,200,13.779640197753906,168.25175285339355
250,200,16.763687133789062,182.2037696838379
270,200,15.692710876464844,189.68486785888672
290,200,16.51287078857422,207.68141746520996
310,200,17.908573150634766,218.2748317718506
330,200,19.103050231933594,240.94700813293457
350,200,19.716501235961914,235.13126373291016
370,200,20.740747451782227,259.9027156829834
390,200,21.746158599853516,281.24403953552246
10,300,1.8055438995361328,21.529436111450195
30,300,2.599000930786133,43.43724250793457
50,300,3.816366195678711,63.568830490112305
70,300,4.915952682495117,84.5942497253418
90,300,6.007671356201172,106.26602172851562
110,300,7.253408432006836,126.33585929870605
130,300,8.19087028503418,145.37858963012695
150,300,9.206295013427734,163.0687713623047
170,300,10.313272476196289,185.80961227416992
190,300,11.628389358520508,206.3579559326172
210,300,12.701749801635742,219.82383728027344
230,300,14.208555221557617,245.58210372924805
250,300,14.88041877746582,261.9507312774658
270,300,15.893936157226562,283.52999687194824
290,300,17.519235610961914,283.53285789489746
310,300,18.00847053527832,320.1115131378174
330,300,18.96953582763672,343.88160705566406
350,300,19.797801971435547,362.57171630859375
370,300,21.23236656188965,359.6651554107666
390,300,22.35865592956543,400.8817672729492
10,400,1.5480518341064453,24.699687957763672
30,400,4.187107086181641,53.73835563659668
50,400,3.964662551879883,80.77025413513184
70,400,5.004405975341797,108.29901695251465
90,400,6.074666976928711,138.84210586547852
110,400,7.216453552246094,162.5821590423584
130,400,8.178234100341797,186.42663955688477
150,400,9.361505508422852,219.0568447113037
170,400,10.597944259643555,244.86470222473145
190,400,11.831045150756836,264.9998664855957
210,400,12.595176696777344,292.81044006347656
230,400,14.075279235839844,331.39920234680176
250,400,14.58883285522461,352.92625427246094
